customer_id,staff_id,rental_id,amount,payment_date
183,2,2471,5.99,2022-01-29T18:06:54.125709+00:00
185,1,2459,4.99,2022-01-25T02:05:27.650997+00:00
189,1,1834,0.99,2022-01-30T21:09:05.643079+00:00
190,1,1319,2.99,2022-01-30T15:13:26.743955+00:00
196,2,3342,4.99,2022-01-26T11:24:38.200167+00:00
199,1,1910,2.99,2022-01-30T02:54:01.728728+00:00
212,1,1637,2.99,2022-01-29T12:58:26.783939+00:00
216,2,1461,6.99,2022-01-31T00:42:08.422833+00:00
234,2,3199,4.99,2022-01-25T08:09:06.587413+00:00
236,2,2311,6.99,2022-01-27T23:04:37.873770+00:00
244,2,2955,3.99,2022-01-26T00:50:42.270317+00:00
254,1,2138,2.99,2022-01-31T16:16:57.901794+00:00
256,1,2380,6.99,2022-01-29T17:33:47.014561+00:00
260,2,2040,2.99,2022-01-28T10:12:32.718181+00:00
269,2,10566,2.99,2022-01-29T13:58:56.641347+00:00
271,1,12219,4.99,2022-01-30T13:48:07.053308+00:00
273,1,10753,3.99,2022-01-30T08:46:35.344330+00:00
277,2,14745,4.99,2022-01-31T18:49:34.590337+00:00
278,2,14803,0.99,2022-01-24T07:45:02.491429+00:00
279,1,14789,4.99,2022-01-26T09:48:44.562268+00:00
283,1,15837,2.99,2022-01-29T23:21:10.158804+00:00
285,2,12687,9.99,2022-01-27T18:13:36.930059+00:00
286,2,13635,5.99,2022-01-24T17:39:54.179259+00:00
289,2,14729,4.99,2022-01-31T01:39:25.058984+00:00
294,2,14630,7.99,2022-01-30T12:39:09.641986+00:00
296,2,13471,2.99,2022-01-30T00:46:22.908088+00:00
297,1,11784,0.99,2022-01-26T21:25:50.413534+00:00
297,2,15582,2.99,2022-01-29T02:20:32.774683+00:00
303,1,15511,3.99,2022-01-26T06:19:36.155054+00:00
306,1,13996,4.99,2022-01-30T01:34:03.758248+00:00
308,1,12590,6.99,2022-01-27T01:56:21.534079+00:00
317,1,14032,5.99,2022-01-25T15:10:20.008222+00:00
322,2,11120,4.99,2022-01-29T21:00:05.770319+00:00
324,2,12543,2.99,2022-01-27T14:55:53.526755+00:00
331,1,15521,2.99,2022-01-24T22:26:45.220420+00:00
333,2,10844,4.99,2022-01-28T14:20:42.924392+00:00
334,2,10997,7.99,2022-01-25T06:39:06.150092+00:00
339,2,14758,3.99,2022-01-24T18:02:43.296998+00:00
340,1,10667,8.99,2022-01-30T21:06:49.580668+00:00
341,2,13059,0.99,2022-01-26T07:17:47.311835+00:00
342,2,14299,0.99,2022-01-26T02:41:21.753457+00:00
344,2,13014,4.99,2022-01-28T00:05:46.433252+00:00
344,2,14624,0.99,2022-01-31T15:12:46.449162+00:00
348,2,13238,2.99,2022-01-29T20:10:32.406455+00:00
350,2,11692,6.99,2022-01-29T05:30:47.589021+00:00
350,2,13086,0.99,2022-01-24T04:24:26.124005+00:00
351,2,15712,2.99,2022-01-26T11:45:14.236888+00:00
351,1,15762,2.99,2022-01-24T21:06:57.697542+00:00
353,1,15564,1.99,2022-01-24T20:33:37.771799+00:00
356,2,12037,4.99,2022-01-27T06:40:06.152386+00:00
356,2,15754,5.99,2022-01-24T01:20:01.872735+00:00
360,2,12088,5.99,2022-01-27T17:32:01.588751+00:00
361,2,11031,5.99,2022-01-24T21:38:06.105772+00:00
362,1,14808,4.99,2022-01-30T07:02:05.956403+00:00
368,2,13963,1.99,2022-01-30T23:00:01.348328+00:00
372,2,13871,8.99,2022-01-31T08:40:19.131294+00:00
373,2,13467,2.99,2022-01-28T09:47:03.737176+00:00
374,2,15053,5.99,2022-01-24T04:58:04.961672+00:00
386,1,10572,4.99,2022-01-28T12:00:15.770933+00:00
390,2,13546,3.99,2022-01-31T19:56:46.127963+00:00
395,1,15698,2.99,2022-01-29T12:46:31.854989+00:00
395,1,15970,4.99,2022-01-29T03:28:05.576935+00:00
397,2,14100,3.99,2022-01-30T10:21:05.287972+00:00
397,1,15083,6.99,2022-01-28T04:43:40.815687+00:00
399,2,10654,2.99,2022-01-29T12:14:06.639890+00:00
399,1,15468,4.99,2022-01-26T03:04:31.794521+00:00
402,1,15428,4.99,2022-01-27T17:24:48.640077+00:00
403,2,10789,2.99,2022-01-31T04:39:28.343408+00:00
403,2,11427,2.99,2022-01-30T13:14:43.676630+00:00
405,1,13398,0.99,2022-01-28T15:20:35.676204+00:00
409,2,12830,0.99,2022-01-26T10:53:40.524884+00:00
409,1,13392,8.99,2022-01-30T17:23:02.625939+00:00
409,1,14103,1.99,2022-01-25T02:31:27.967407+00:00
415,2,12128,5.99,2022-01-25T19:35:32.519711+00:00
416,1,11557,6.99,2022-01-28T16:39:26.875461+00:00
417,1,14304,6.99,2022-01-27T09:48:07.413642+00:00
419,1,10372,2.99,2022-01-26T09:48:23.333497+00:00
422,1,11658,2.99,2022-01-30T08:33:04.810743+00:00
423,2,14191,6.99,2022-01-26T08:07:23.399941+00:00
435,1,14765,1.99,2022-01-30T02:23:45.220535+00:00
436,2,12429,6.99,2022-01-30T08:06:45.102960+00:00
440,2,14863,7.99,2022-01-26T02:20:28.760933+00:00
442,2,10365,6.99,2022-01-30T09:48:05.397811+00:00
447,2,16032,4.99,2022-01-25T10:25:32.517873+00:00
451,2,13252,2.99,2022-01-29T19:13:41.101657+00:00
451,2,14500,0.99,2022-01-26T20:02:28.314185+00:00
452,1,15909,0.99,2022-01-29T05:46:46.447694+00:00
459,1,12527,6.99,2022-01-31T20:29:53.534165+00:00
461,1,15067,2.99,2022-01-24T19:48:05.318601+00:00
461,1,15336,6.99,2022-01-25T02:18:08.363636+00:00
466,1,12048,7.99,2022-01-31T03:06:18.951835+00:00
466,1,16005,7.99,2022-01-24T15:12:40.657792+00:00
468,2,13221,3.99,2022-01-31T20:10:47.559735+00:00
470,2,11711,2.99,2022-01-31T05:47:10.309293+00:00
472,2,13188,8.99,2022-01-30T19:23:12.717717+00:00
473,1,11216,4.99,2022-01-23T20:41:57.706703+00:00
473,2,13984,4.99,2022-01-25T04:42:00.671408+00:00
478,2,15188,4.99,2022-01-24T03:57:26.189620+00:00
489,2,11119,9.99,2022-01-24T19:49:14.983437+00:00
489,1,15205,0.99,2022-01-29T12:57:38.091077+00:00
493,1,15490,6.99,2022-01-24T16:53:08.087622+00:00
494,1,10623,2.99,2022-01-28T18:21:54.644250+00:00
497,1,15362,5.99,2022-01-25T23:11:21.849622+00:00
501,2,11393,4.99,2022-01-27T03:34:50.010479+00:00
504,2,10509,3.99,2022-01-28T12:32:22.776205+00:00
507,2,12275,4.99,2022-01-31T14:35:11.390874+00:00
508,2,13201,2.99,2022-01-31T13:54:05.686313+00:00
510,2,12406,2.99,2022-01-25T19:19:48.228634+00:00
523,1,12288,2.99,2022-01-28T06:31:58.805747+00:00
534,2,10725,6.99,2022-01-31T21:22:55.658830+00:00
535,1,14522,4.99,2022-01-25T21:01:37.510648+00:00
542,1,12819,0.99,2022-01-28T14:08:11.647254+00:00
543,1,11681,2.99,2022-01-27T04:51:47.745310+00:00
546,1,14797,4.99,2022-01-27T07:37:47.216849+00:00
547,2,13307,2.99,2022-01-27T19:00:54.267340+00:00
554,2,14015,2.99,2022-01-28T15:48:12.372147+00:00
557,2,13794,2.99,2022-01-26T20:10:20.700702+00:00
559,1,14342,4.99,2022-01-26T15:54:59.782589+00:00
562,2,13225,2.99,2022-01-29T04:11:12.804962+00:00
563,2,14592,4.99,2022-01-28T09:22:32.084265+00:00
563,2,15507,0.99,2022-01-25T23:18:17.753901+00:00
567,2,13031,2.99,2022-01-24T18:39:01.352810+00:00
568,1,11331,2.99,2022-01-30T06:28:14.337144+00:00
572,1,11114,0.99,2022-01-30T23:37:28.009601+00:00
572,1,11121,4.99,2022-01-25T01:11:22.029254+00:00
572,2,11415,2.99,2022-01-27T09:41:06.398997+00:00
574,2,15214,2.99,2022-01-26T11:09:53.816189+00:00
577,2,13500,3.99,2022-01-26T14:46:04.264382+00:00
582,1,14376,4.99,2022-01-29T18:37:07.400251+00:00
584,1,11213,4.99,2022-01-27T00:09:29.157333+00:00
584,2,14102,5.99,2022-01-28T02:33:52.883802+00:00
584,2,14230,5.99,2022-01-25T07:35:06.785630+00:00
585,1,15804,4.99,2022-01-31T11:55:26.826290+00:00
590,2,11578,5.99,2022-01-24T22:24:48.280857+00:00
596,2,12560,4.99,2022-01-25T08:03:15.066383+00:00
204,2,13899,2.99,2022-01-29T08:49:11.474924+00:00
206,2,10930,3.99,2022-01-25T10:40:48.514132+00:00
2,2,15907,4.99,2022-01-24T08:17:41.922082+00:00
3,1,15619,2.99,2022-01-30T00:44:18.250996+00:00
12,2,10392,10.99,2022-01-28T09:58:42.781711+00:00
13,1,11292,4.99,2022-01-25T09:02:06.924325+00:00
15,2,12551,2.99,2022-01-23T19:25:45.914197+00:00
20,2,10284,4.99,2022-01-27T02:18:50.852803+00:00
20,2,13036,4.99,2022-01-24T22:16:40.402865+00:00
23,2,13331,4.99,2022-01-24T19:04:52.891148+00:00
25,1,15972,5.99,2022-01-24T16:21:21.853710+00:00
36,2,11616,4.99,2022-01-25T12:16:44.430246+00:00
36,1,14647,9.99,2022-01-23T15:20:21.954692+00:00
37,1,10538,2.99,2022-01-28T20:49:07.603897+00:00
37,1,11176,3.99,2022-01-23T18:35:29.965529+00:00
40,1,10442,2.99,2022-01-27T21:08:11.000453+00:00
40,2,12877,2.99,2022-01-29T23:28:41.102945+00:00
42,1,15442,2.99,2022-01-31T17:02:28.624422+00:00
46,2,12280,4.99,2022-01-27T14:01:12.109088+00:00
54,1,10956,4.99,2022-01-28T03:38:00.313108+00:00
55,1,13345,6.99,2022-01-28T18:06:50.777355+00:00
60,1,11404,8.99,2022-01-27T11:58:31.676761+00:00
60,1,15618,5.99,2022-01-30T05:20:40.462520+00:00
65,2,11845,2.99,2022-01-29T21:40:10.267891+00:00
69,1,12121,2.99,2022-01-27T00:22:39.385789+00:00
70,1,11274,9.99,2022-01-27T21:23:13.698157+00:00
75,1,12662,0.99,2022-01-25T01:30:30.382801+00:00
83,1,11565,5.99,2022-01-25T20:35:51.817002+00:00
84,1,15190,4.99,2022-01-25T12:35:57.361807+00:00
85,2,13733,0.99,2022-01-28T17:21:05.008536+00:00
86,2,10584,6.99,2022-01-29T13:58:55.808128+00:00
91,1,15341,4.99,2022-01-23T18:02:14.707836+00:00
96,1,11984,3.99,2022-01-27T16:57:16.836217+00:00
99,1,10455,1.99,2022-01-31T02:09:44.955718+00:00
99,2,12379,0.99,2022-01-30T19:10:45.909572+00:00
106,1,12159,7.99,2022-01-31T14:30:29.082452+00:00
107,1,14562,4.99,2022-01-27T11:14:02.597066+00:00
109,2,15677,2.99,2022-01-31T14:28:32.929983+00:00
112,1,11019,2.99,2022-01-30T22:15:39.635400+00:00
113,1,15600,1.99,2022-01-25T23:27:02.555671+00:00
114,2,12326,0.99,2022-01-26T08:41:59.952593+00:00
114,1,14867,4.99,2022-01-24T13:56:49.411778+00:00
120,1,14246,4.99,2022-01-30T14:52:11.250595+00:00
125,1,10583,2.99,2022-01-26T16:24:45.120882+00:00
127,2,12820,2.99,2022-01-28T02:00:32.015730+00:00
129,1,10483,2.99,2022-01-28T14:19:30.740137+00:00
129,2,10816,4.99,2022-01-24T11:15:38.819069+00:00
132,1,10400,6.99,2022-01-30T19:06:51.484590+00:00
133,1,12834,4.99,2022-01-27T08:08:41.918572+00:00
136,2,13992,4.99,2022-01-28T17:29:24.197732+00:00
137,2,10842,5.99,2022-01-25T18:22:50.897990+00:00
141,1,12032,5.99,2022-01-27T04:55:26.864795+00:00
141,2,12107,3.99,2022-01-27T00:58:55.450603+00:00
141,2,13470,4.99,2022-01-23T15:06:30.830136+00:00
144,1,10951,4.99,2022-01-28T02:55:02.723978+00:00
145,2,10799,4.99,2022-01-25T18:49:00.649389+00:00
146,1,13606,4.99,2022-01-25T11:42:23.343897+00:00
147,2,13542,4.99,2022-01-28T14:30:27.726116+00:00
147,1,14156,0.99,2022-01-31T10:11:49.767015+00:00
148,2,14629,2.99,2022-01-28T14:29:31.727610+00:00
150,2,12260,6.99,2022-01-31T12:51:54.571076+00:00
150,2,12890,0.99,2022-01-28T05:56:09.510327+00:00
152,1,10320,6.99,2022-01-29T14:10:25.126451+00:00
152,2,14668,4.99,2022-01-28T03:05:59.022150+00:00
156,2,13802,2.99,2022-01-25T23:36:48.546263+00:00
156,1,15408,6.99,2022-01-24T23:03:03.355436+00:00
157,2,14974,4.99,2022-01-28T17:35:21.317431+00:00
159,1,13933,0.99,2022-01-30T21:53:23.772263+00:00
168,2,13811,0.99,2022-01-31T07:10:04.369035+00:00
168,1,15033,3.99,2022-01-28T20:27:31.516771+00:00
171,2,13433,0.99,2022-01-29T16:25:58.688187+00:00
175,2,11618,4.99,2022-01-29T09:13:02.276271+00:00
175,2,14507,4.99,2022-01-27T07:41:36.199742+00:00
178,2,11927,3.99,2022-01-26T06:08:55.106273+00:00
178,2,12727,2.99,2022-01-29T06:50:10.192036+00:00
178,2,14314,2.99,2022-01-24T21:23:45.385805+00:00
180,1,15039,4.99,2022-01-31T15:03:52.299314+00:00
181,2,14406,3.99,2022-01-27T06:37:17.914591+00:00
185,1,12674,5.99,2022-01-31T04:26:11.897056+00:00
188,2,15409,0.99,2022-01-26T04:36:24.137141+00:00
192,1,11815,4.99,2022-01-26T10:47:05.699484+00:00
193,2,12384,0.99,2022-01-27T22:46:55.920853+00:00
194,2,11475,5.99,2022-01-30T09:07:14.920528+00:00
212,1,12156,7.99,2022-01-27T12:26:01.647163+00:00
215,1,15843,0.99,2022-01-29T17:30:55.654105+00:00
224,1,12492,4.99,2022-01-31T15:10:40.755291+00:00
226,1,15901,4.99,2022-01-26T06:59:05.945875+00:00
228,1,10585,4.99,2022-01-31T15:43:39.953608+00:00
232,2,14857,0.99,2022-01-28T22:57:15.631610+00:00
234,2,10968,7.99,2022-01-30T13:12:52.556913+00:00
234,2,15037,5.99,2022-01-26T03:08:13.160842+00:00
235,1,15034,6.99,2022-01-26T07:33:43.939246+00:00
238,1,10659,5.99,2022-01-24T04:39:19.169455+00:00
239,2,11900,4.99,2022-01-30T05:05:29.667122+00:00
239,1,11968,0.99,2022-01-24T14:14:55.497545+00:00
244,2,14657,0.99,2022-01-25T10:41:33.470639+00:00
250,1,12361,0.99,2022-01-24T20:21:43.360628+00:00
257,2,13203,7.99,2022-01-26T18:39:43.421717+00:00
260,1,12852,0.99,2022-01-24T14:46:55.266984+00:00
261,2,11928,2.99,2022-01-26T02:42:05.641469+00:00
263,2,12919,6.99,2022-01-25T07:33:06.938495+00:00
265,1,14547,6.99,2022-01-26T21:59:55.242108+00:00
271,1,6024,2.99,2022-01-29T03:09:01.551039+00:00
273,2,3556,2.99,2022-01-27T20:46:48.877024+00:00
277,2,4987,5.99,2022-01-28T07:12:19.194959+00:00
277,1,6487,5.99,2022-01-23T14:05:24.118128+00:00
280,2,8695,6.99,2022-01-31T18:37:48.079292+00:00
282,1,7433,2.99,2022-01-23T15:52:33.638966+00:00
284,1,5161,6.99,2022-01-29T21:48:26.610611+00:00
286,2,3692,3.99,2022-01-24T19:34:35.989770+00:00
287,2,5761,0.99,2022-01-30T11:06:03.204173+00:00
289,1,9498,2.99,2022-01-29T01:30:44.751122+00:00
292,2,3557,0.99,2022-01-31T08:23:20.755902+00:00
292,2,7199,5.99,2022-01-29T16:52:46.791136+00:00
292,1,7216,2.99,2022-01-24T05:42:57.803308+00:00
295,2,5283,2.99,2022-01-27T14:09:31.511677+00:00
295,1,8840,9.99,2022-01-27T22:42:30.691411+00:00
296,2,6016,4.99,2022-01-29T06:25:39.245405+00:00
296,2,8171,0.99,2022-01-25T10:03:11.411556+00:00
297,1,10153,0.99,2022-01-31T16:43:37.241549+00:00
299,1,5642,2.99,2022-01-28T20:51:25.739994+00:00
299,2,6732,0.99,2022-01-28T23:24:01.214577+00:00
299,1,9520,2.99,2022-01-25T03:41:53.353692+00:00
304,2,7551,4.99,2022-01-31T17:40:33.864763+00:00
304,1,9992,6.99,2022-01-27T23:13:00.062875+00:00
307,1,4868,4.99,2022-01-29T22:30:14.964658+00:00
307,2,6125,6.99,2022-01-27T06:26:28.093236+00:00
309,2,9945,2.99,2022-01-24T08:40:07.186260+00:00
310,1,5621,5.99,2022-01-29T17:27:17.673294+00:00
311,2,9882,8.99,2022-01-24T06:47:25.015384+00:00
312,1,8137,4.99,2022-01-25T08:34:21.679506+00:00
314,1,6763,3.99,2022-01-29T15:30:02.351065+00:00
317,2,5942,7.99,2022-01-27T19:05:34.848418+00:00
323,1,6840,3.99,2022-01-30T09:34:58.788465+00:00
323,2,7937,4.99,2022-01-30T09:17:58.313443+00:00
324,2,6299,4.99,2022-01-29T04:30:21.029342+00:00
333,2,6958,0.99,2022-01-27T12:38:22.598005+00:00
333,2,9338,10.99,2022-01-30T22:45:15.091036+00:00
334,2,5818,5.99,2022-01-26T17:42:45.346694+00:00
334,2,6749,4.99,2022-01-25T11:29:01.814551+00:00
335,1,4387,8.99,2022-01-30T08:04:27.430391+00:00
335,1,8855,2.99,2022-01-25T08:17:31.873560+00:00
336,1,10055,0.99,2022-01-30T20:15:08.326738+00:00
338,2,7584,3.99,2022-01-25T05:20:46.858165+00:00
342,2,7280,2.99,2022-01-28T05:24:56.662097+00:00
344,2,9788,4.99,2022-01-24T22:22:58.192644+00:00
345,2,5508,3.99,2022-01-25T19:04:12.604176+00:00
346,2,4420,4.99,2022-01-29T07:59:41.892268+00:00
346,2,6136,4.99,2022-01-24T15:18:55.801554+00:00
347,2,8771,2.99,2022-01-28T01:57:55.420139+00:00
348,2,8682,4.99,2022-01-26T03:48:20.812648+00:00
349,1,9731,0.99,2022-01-26T15:55:57.447561+00:00
350,2,6408,3.99,2022-01-30T22:41:13.139050+00:00
351,1,5912,3.99,2022-01-25T20:03:31.321244+00:00
359,2,4830,7.99,2022-01-25T12:14:38.375093+00:00
360,1,6442,0.99,2022-01-28T09:57:12.004845+00:00
360,1,9283,4.99,2022-01-31T21:48:20.476302+00:00
